product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
organic-hearty-minestrone-soup-058304,Organic Hearty Minestrone Soup,"Minestrone soup is not a new thing; in fact, it's a very, very old thing: the earliest iterations date back to before the Roman Empire. We've even previously sold it in our Fresh section. However, we decided it was time for an upgrade-because even the most time-honored products need revamping. Therefore, we present to you the new-and-improved Trader Joe's Organic Hearty Minestrone Soup.
 
 We start with a savory tomato-based broth to create this rich and hearty Soup. Minestrone Soup would not be what it is if not for the loads of ingredients that go into the broth. Our variant includes these delicious, organic ingredients: kidney beans, cannellini beans, vegetables (carrots, tomatoes, peas, and kale), orzo pasta, and copious amounts of herbs and spices. One bite and you'll be saying ""hooray for Minestrone!""
 
 Since minestra, the root of Minestrone, means ""to serve"" in Italian, it's only fitting that this soup be served-and served well! Heat in the microwave or stove top according to the package directions, and you'll have a hearty bowl ready for scooping. To truly serve this soup, though, we suggest slices of a Trader Joe's Soft Pretzel or Fancy Oyster Crackers on the side.","['Food', 'Fresh Prepared Foods', 'Salads, Soups & Sides']",https://www.traderjoes.com/home/products/pdp/organic-hearty-minestrone-soup-058304,$4.69,20 Oz,,Gluten Free,[],,"['Cold Front', 'Rain or Shine', 'Yes!']",['1 cup(244g)'],['100 ']
riced-cauliflower-bowl-062481,Riced Cauliflower Bowl,"Oh, cauliflower. Is there anything you can't do? As our love for cauliflower continues unabated, product after product, there seems to be no end to this veggie's veritable versatility. Recipes that were once dependent on carbs have been freed by this bold and brassy little brassica. Take, for example, our Trader Joe's Riced Cauliflower Bowl, a classic veggie treat made even veggie-er by simply going against the grain.
 
 Inspired by the fare from some of our favorite vegan restaurants, our Riced Cauliflower Bowl is all about simple ingredients, big flavors, and a variety of fascinating textures. We start with a bed of riced cauliflower, topped with chopped sweet potatoes, red onions, & tofu. Next, we add chickpeas, which have been cooked and marinated in olive oil, then seasoned with chili powder, garlic powder, oregano, salt, & cumin. And for the final, finishing touch, we add a little sambal oelek red chili paste, a bit of tamari soy sauce, and a cool, creamy tahini sauce to tie all the flavors together. The result is a journey through a plethora of tastes and textures, where each bite is a new adventure.
 
 Preparation is a breeze: simply remove your Riced Cauliflower Bowl from its box, cut a one-inch slit in the film covering the bowl, microwave for three minutes, then remove the film, mix it together, and microwave for an additional two or three minutes.
 
 With this level of convenience, the Riced Cauliflower Bowl makes for an ideal work lunch or last-minute dinner. Dress it up even further by adding a few slices of avocado or topping it with a freshly fried egg for an even heartier experience.
 
 ""Caul"" us romantics if you must, but the introduction of Trader Joe's Riced Cauliflower Bowl starts a whole new chapter in the love story between Trader Joe's and cauliflower, and we invite you to come along with us. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/riced-cauliflower-bowl-062481,$3.49,10 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/62481.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,[],CONTAINS SOY.,['Time-pressed'],"['1 cup(119g)', '1 cup(119g)']","['120 ', '280 ']"
olive-herbs-mixed-nuts-066493,Olive & Herbs Mixed Nuts," Mixed nuts are a great snack option any time of year, but during the holidays, they truly shine. They’re a particularly excellent addition to a pre-holiday-feast snack table, and work wonders as a salty, savory treat for a wintertime cocktail party, just for starters. Trader Joe’s Olive & Herbs Mixed Nuts only add to this classic snack’s charms via the introduction of tangy, dried Kalamata olives and a suite of aromatic herbs and seasonings to make one truly unique eating experience.   Starting with a hearty base of roasted almonds, cashews, and pecan pieces, our supplier adds an enticingly savory herb blend that includes oregano, sage, thyme, basil, marjoram, and rosemary, along with a bit of sea salt. The kicker, however, is the addition of Kalamata olives from Greece. These olives have been dehydrated and tossed in a blend of sunflower and olive oil to give them a satisfyingly soft texture, which, along with their pleasantly pungent tang, really bring this snack mix to life. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/olive-herbs-mixed-nuts-066493,$4.99,10 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/66493.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,[],"CONTAINS ALMOND, CASHEW, PECAN.","['Cheese Board', 'Desk Drawer', 'Finger Food']",['1/4 cup(30g)'],['170 ']
sprouted-wheat-sourdough-bread-063707,Sprouted Wheat Sourdough Bread,"Bread. Even though modern diet culture tells us to fear it, bread is a scrumptiously inevitable household staple. And why shouldn't it be? It's delicious, filling, and in many cases, quite nutritious.
 
 If you're a fan of all things delicious, filling, and nutritious, you might want to head to your local Trader Joe's, because we've got a bread you won't want to miss: Trader Joe's Sprouted Wheat Sourdough Bread.
 
 Our baker begins with organic sprouted wheat berries and a sourdough starter from Northern California. You know how folks say Bay Area sourdough tastes different (even better?) than sourdough from anywhere else? That's the tangy sourdough flavor you'll enjoy in every slice of this Sprouted Wheat Sourdough Bread.
 
 Because this loaf is made with organic sprouted wheat berries (sprouted at the bakery, by the way), as well as both wheat and rye flours, its flavor is more robust, more complex than an ordinary sourdough. We think this makes it even more delicious, whether used for toast at breakfast time (a slather of good butter never hurt) or sandwiches at lunch or dinner (we suggest a grilled cheese here). ","['Food', 'Bakery', 'Sliced Bread']",https://www.traderjoes.com/home/products/pdp/sprouted-wheat-sourdough-bread-063707,$4.49,24 Oz,,Kosher,[],CONTAINS WHEAT.,['Cut The Mustard'],['1 slice(34g)'],['90 ']
turmeric-ginger-coconut-beverage-063805,Turmeric Ginger Coconut Beverage,"Called ""haldi doodh"" in India and ""golden milk"" in most western countries, the combination of milk and turmeric has been used in Ayurvedic practices for centuries. This prized, bright golden-yellow drink can be made with virtually any liquid, but we've opted for a smooth, non-dairy, coconut beverage base in our version- which we're calling, fittingly, Trader Joe's Turmeric Ginger Coconut Beverage.
 
 Crafted with honey, turmeric powder, ginger juice, cinnamon, & black pepper, Trader Joe's Turmeric Ginger Coconut Beverage is a subtly sweet take on a satisfying, spiced classic. It's simultaneously refreshing and comforting and can be enjoyed hot or cold. In most settings, golden milk is enjoyed as a beverage all on its own, but it's beyond lovely in a latte-just use it as a milk substitute.
 
 Trader Joe's Turmeric Ginger Coconut Beverage also makes the perfect base for a chia seed pudding. You can play-up the pudding as you please, but our go-to recipe is as follows: combine 1 cup Turmeric Ginger Coconut Beverage, ¼ cup TJ's Organic Chia Seeds, and 2 teaspoons TJ's Honey in a large bowl; stir the ingredients thoroughly, until all clumps are eliminated; cover the bowl with a TJ's Waxed Cotton Food Wrap; place it in the fridge & leave it to thicken overnight; then serve the pudding chilled, with an optional sprinkle of TJ's Turmeric.","['Beverages', 'Non-Dairy Bev']",https://www.traderjoes.com/home/products/pdp/turmeric-ginger-coconut-beverage-063805,$2.69,32 Fl Oz,,Kosher,[],,['Glass Half Full'],['1 cup(240mL)'],['80 ']
shea-butter-coconut-oil-hair-serum-064656,Shea Butter & Coconut Oil Hair Serum,"""Hair is the richest ornament."" - Martin Luther
 
 Martin Luther may not be the most relevant cultural icon, but...by golly, did he know hair! Okay, we're totally making that up, but we do appreciate his 16th-century sentiment. Hair is often an integral part of one's identity—one's ornamental crown, if you will.
 
 Certain environmental factors and elective processes (like coloring, perming, straightening, relaxing, etc.) can leave your hair feeling dry, damaged, and/or vulnerable to the elements. And when this is the case, you'll likely need a little something extra to help tame frizz and add shine...something like Trader Joe's Hair Serum.
 
 Infused with shea butter, coconut oil, argan oil, Vitamin E, Pro-Vitamin B5, keratin, and a variety of plant-based extracts (like black currant, açai, & macadamia seed), Trader Joe's Hair Serum is notably silky & moisturizing, yet still lightweight. In other words, it helps add shine and luster to even the dullest of mane, all without weighing it down. It's also free of parabens, sulfates, phthalates, and surfactants (which can strip hair color & affect hair texture) and is never tested on animals.
 
 Our Hair Serum is suitable for all hair types, and it's perfect for use before or after heat styling. Simply follow this cinchy, three-step process: 1) distribute a small amount (one pump or less to start) onto hands; 2) smooth it evenly onto dry or damp hair; 3) revel in the Serum's beachy, coconut-vanilla scent and—more importantly—in your newly softened, shiny tresses!","['Everything Else', 'For the Face & Body']",https://www.traderjoes.com/home/products/pdp/shea-butter-coconut-oil-hair-serum-064656,$4.99,2.75 Fl Oz,,,[],,"['Treat Yourself', 'Yes!']",[],[]
scandinavian-swimmers-055691,Scandinavian Swimmers,"It's the season for swimmers, hooray! And we don't just mean the multitudes who are rushing swimming holes and diving into pools to escape the sweltering heat. We're talking about Trader Joe's Scandinavian Swimmers.
 
 One on the one hand (or shall we say fin), these are typical gummy candies-colorful, sweet, and chewy. On the other, they really are quite extraordinary for a number of reasons...
 
 First, their vibrant hues are not only visually striking, they are also made with colors derived only from naturally available products, such as fruit and vegetable extracts. Second, though they are definitely chewy, they are also softer than many gummies, making each bite a tender delight.
 
 Third, the flavors are truly out-of-this-ocean! (Seriously, there are no seafood flavors here.) Instead, each unique shape has its own distinct and delicious flavor: the orange rockfish are orange-flavored; the blue dolphins taste like huckleberry; the yellow sea horses manifest mango-peach in your mouth; and the red lobsters are berry-not any particular berry, mind you, but all the best berries rolled into one.
 ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/scandinavian-swimmers-055691,$3.49,14 Oz,,Gluten Free,[],"MAY CONTAIN TRACES OF PEANUT, ALMOND, CASHEW, PECAN.","['Backpack Ready', 'Desk Drawer', 'Midday Snacks']",['6 pieces(28g)'],['100 ']
cauliflower-pancakes-063192,Cauliflower Pancakes,"One thing is for sure-these aren't your Bubbe's latkes. Made for us in Italy with Italian-grown riced cauliflower, Parmesan cheese, and leeks, Trader Joe's Cauliflower Pancakes are an on-trend, tasty twist on a Hanukkah classic.
 
 We already have a sizeable array of cauliflower products in our stores-a veritable cauli-cache, if you will. But when one of our favorite suppliers presented us with these palm-sized patties of cheesy, lightly fried, cruciferous goodness, we knew they'd be a perfect fit for our freezers.
 
 Whether you're frying them up for a holiday feast or baking them in the oven for a lunch on a Tuesday, Trader Joe's Cauliflower Pancakes are sure to hit the spot. Like their potato prototype, they're lightly fried (in sunflower oil) until they're perfectly crisp on the outside and tender on the inside and make a fine side dish or snack, too. They're cheesy (Parmesan cheese), onion-y (leeks), and ready to be devoured.
 
 Serve them with applesauce. Top them with sour cream and Trader Joe's Fried Onion Pieces. Dip them in ketchup, just like you would a hashbrown patty. As a wise man once said, there's no wrong way to eat a latke...
 
 ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/cauliflower-pancakes-063192,$3.99,9 Oz,,Kosher,[],"CONTAINS MILK , EGG.","['Brunch All Day', 'Rise & Shine']","['2 pieces(85g)', '2 pieces(85g)']","['170 ', '510 ']"
organic-kansas-city-style-bbq-sauce-063486,Organic Kansas City Style BBQ Sauce,"BBQ sauce is a grill's best friend. Its tangy, sweet-smokiness instantly ups the ante on grilled meat, ribs, and chicken, commanding center of the plate attention with the flick of a basting brush. Our Kansas City Style BBQ Sauce was a longtime resident on our shelves that upheld this meaty tradition with aplomb, but over the years, its ingredient deck started to fall out of line with current trends. Retiring this old standby allowed us to make room for a new sauce that we think will be an instant classic: Trader Joe's Organic Kansas City Style BBQ Sauce.
 
 Our Organic Kansas City Style BBQ Sauce went through extensive tasting panel review prior to its approval-after all, the old sauce was a customer favorite for a reason! (and eating BBQ week after week wasn't bad, either). Our goal was to emulate the irresistible tanginess of the previous sauce, while at the same time reducing the sugar and balancing the smoke. We think we accomplished it, with a base of tomato puree, brown sugar and molasses for tang and sweetness, amped up with natural hickory smoke flavor. Onion powder and garlic powder add savory notes, rounded out by paprika and chipotle powder for a smoky finish. Try it in our Meatless Meatball BBQ Subs Recipe!","['Food', 'Dips, Sauces & Dressings', 'BBQ, Pasta, Simmer']",https://www.traderjoes.com/home/products/pdp/organic-kansas-city-style-bbq-sauce-063486,$2.99,19 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20402/63486.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,[],,"['Pour It On', 'Fire Up The Grill']",['2 Tbsp.(36g)'],['45 ']
organic-caesar-salad-kit-061855,Organic Caesar Salad Kit,"You may be familiar with Caesar Salad's origin story; back in 1924, or so the story goes, chef Caesar Cardini was about to close his restaurant in Tijuana, Mexico for the night when a hungry customer asked for a salad. Nearly out of ingredients, Caesar whipped together what he had, and the now-classic Caesar Salad was born.
 
 As we quickly approach the Caesar Salad's 100th anniversary (where has the time gone?), the question is raised: how does one properly render tribute to such a sovereign of salads? How does one hail such a monarch of mixed greens? We came, we saw, we stepped up our game with Trader Joe's Organic Caesar Salad Kit.
 
 It's the classic crunchy, creamy, garlicky, and (most importantly) delicious Caesar Salad you know and love, except this time, it's all organic. In other words, each bag contains crisp, fresh-chopped leaves of organic Roamine lettuce, tasty shreds of organic parmesan cheese, splendidly seasoned organic croutons, and a rich, peppery salad dressing made entirely with organic ingredients. All you have to do is make like chef Caesar and mix them all together, and your conquest of dinner is complete.
 
 Like a certain other Caesar we can think of, you may be surprised at just how protean this salad can be-no need to confine it to just a side. Simply add some grilled steak, chicken, or shrimp, and you have a full-fledged entrée. Or, if you're feeling a little more adventurous, using this Caesar Salad as a basis for a flavorful wrap or as the topping to a turkey or salmon burger can turn a plebian sandwich experience into a full-fledged triumph.","['Food', 'Fresh Prepared Foods', 'Salads, Soups & Sides']",https://www.traderjoes.com/home/products/pdp/organic-caesar-salad-kit-061855,$4.29,12 Oz,,Organic,"['SALAD* (ROMAINE LETTUCE*, CROUTONS* [WHEAT FLOUR*, WATER, SUNFLOWER OIL*, SALT, PARMESAN CHEESE POWDER* {PARMESAN CHEESE (PASTEURIZED MILK*, SALT, CHEESE CULTURES, MICROBIAL ENZYME), DISODIUM PHOSPHATE}, GARLIC*, PALM OIL*, NON-FAT DRY MILK*, DEXTROSE*, SUGAR*, ONIONS*, SPICES*, YEAST*, CITRIC ACID, TRICALCIUM PHOSPHATE, ROSEMARY EXTRACT*]', 'PARMESAN CHEESE* [PASTEURIZED MILK*, CHEESE CULTURE, SALT, MICROBIAL ENZYME, CELLULOSE POWDER {ANTI-CAKING AGENT}])', 'CAESAR DRESSING* (SOYBEAN OIL*, WATER, PARMESAN CHEESE* [PASTEURIZED MILK*, CHEESE CULTURE, SALT, MICROBIAL ENZYME], EGG YOLKS*, DISTILLED WHITE VINEGAR*, DIJON MUSTARD* [APPLE CIDER VINEGAR*, WATER, MUSTARD SEED*, SALT, SPICES*], DRIED GARLIC*, SALT, LEMON JUICE CONCENTRATE*, SUGAR*, BLACK PEPPER*, XANTHAN GUM, MUSTARD FLOUR*). *ORGANIC']","CONTAINS MILK, EGG, SOY , WHEAT.",['Dinner Hack'],['1 1/2 cup(100g) salad plus dressingâ\x80\xa0'],['170 ']
focaccia-bread-with-roasted-tomato-parmesan-064435,Focaccia Bread with Roasted Tomato & Parmesan,"Let's take a moment to focus on Focaccia - which, as it turns out, is a pretty etymologically appropriate thing to do! The Italian word focaccia is derived from the original Latin word focus, which referred to the central hearth of a home, where the majority of a family's cooking was done.
 
 Indeed, by definition, focaccia (or panis focacius, as the Romans called it) was associated with the warmth and comfort of home from the very start. In that same tradition, we're setting our focus on the warmth and comfort of this soft, savory bread with Trader Joe's Focaccia Bread with Roasted Tomato & Parmesan.
 
 Harkening back to its Ancient Roman roots, Trader Joe's Focaccia Bread is baked on a heated tile inside of a blazing hot, stone hearth oven. These conditions allow the bread to form the crisp, light crust and soft, airy crumb texture that focaccia is famous for.
 
 Our supplier also upholds an equally important (and delicious) tradition by topping each loaf with extra virgin olive oil, aromatic herbs, flavorful roasted tomatoes, and a generous dusting of finely-grated Parmesan cheese. Put together, each bite is a marvelous mix of iconic Italian flavors, perfect for serving alongside pasta, dipping into a mixture of olive oil and TJ's Balsamic Vinegar of Modena, or slicing and lightly toasting for use in sandwiches.","['Food', 'Bakery', 'Tortillas & Flatbreads']",https://www.traderjoes.com/home/products/pdp/focaccia-bread-with-roasted-tomato-parmesan-064435,$4.99,14 Oz,,,[],"CONTAINS MILK , WHEAT.","['In Lieu of Pizza', 'Stuff of Dreams']",['2 oz(56g/ about 1 inch by 6 inch slice)'],['150 ']
unsweetened-almond-cashew-macadamia-nut-beverage-061942,"Unsweetened Almond, Cashew & Macadamia Nut Beverage","Why have one nut when you can have three? This question, posed by one of our intrepid Product Developers, was the driving force that spurred her to seek out a nut-based beverage for the ages-one that would rise above the rest, the creamiest, dreamiest, nut-based beverage on the market. (It may sound dramatic, but we're serious about nut beverages around here.) Thankfully, her tireless tasting efforts paid off, in the form of Trader Joe's Unsweetened Almond, Cashew & Macadamia Nut Beverage.
 
 Our supplier has packed not one, but three different types of Nuts into this Beverage: fragrant Almond, buttery Cashew, and creamy Macadamia. A touch of sea salt is added to enhance these inherently nutty flavors.
 
 Free of dairy, gluten, lactose, and soy, this vegan, kosher-certified Beverage also happens to be incredibly tasty. And each one-cup serving clocks in at just 30 calories and 120 milligrams of sodium!
 
 To experience the best this Nut Beverage has to offer, we recommend chilling it, and giving the container a good shake before serving. Come to think of it, it would be delicious in a shake, with TJ's Chocolate Ice Cream. Or use it in place of water when whipping up a batch of Toasted Coconut Pancakes. The usual suspects (cereal, oatmeal, baked goods, hot tea et al.) would get a beneficial, non-dairy boost from the nutty flavors of this Beverage, no doubt.
 ","['Beverages', 'Non-Dairy Bev']",https://www.traderjoes.com/home/products/pdp/unsweetened-almond-cashew-macadamia-nut-beverage-061942,$2.49,32 Fl Oz,,Dairy Free,[],"CONTAINS  ALMOND, CASHEW , MACADAMIA NUT/BUSH NUT.",['Glass Half Full'],['1 cup(240mL)'],['30 ']
organic-mediterranean-style-salad-kit-062016,Organic Mediterranean Style Salad Kit,"With colorful ingredients, a rustic mélange of textures, and bright, fresh flavors, Trader Joe's Organic Mediterranean Style Salad Kit is the ne plus ultra of summery salads. Cool romaine lettuce, shredded broccoli stalks and crisp radicchio form the sturdy base of this Salad, while celery, seasoned flatbread strips, and roasted chickpeas add major crunch.
 
 This collection of cool, crisp, and crunchy components is rounded out with tender dried tomatoes and crumbled feta cheese, and made complete with a packet of dressing that's fantastic in its own right: herby notes of basil and oregano and savory garlic, all swimming in a blend of extra virgin olive oil and tangy red wine vinegar. And did we mention this complete Salad Kit is completely Organic?
 
 A veritable summer vacation in a bag, try tossing this Organic Salad Kit with diced organic chicken and fluffy couscous—it's easy to imagine sailing the blue-green waters of the Aegean with each crunchy, refreshing bite. ","['Food', 'Fresh Prepared Foods', 'Salads, Soups & Sides']",https://www.traderjoes.com/home/products/pdp/organic-mediterranean-style-salad-kit-062016,$3.99,12.95 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20501/62016.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['SALAD* (ROMAINE LETTUCE*, BROCCOLI STALK*, RADICCHIO*, CELERY*, SEASONED FLAT BREAD STRIPS* [WHEAT FLOUR*, WATER, PALM OIL*, SALT, YEAST*, SUNFLOWER OIL*, ONIONS*, GARLIC*, MALTODEXTRIN*, SPICES*, TOMATOES*, NATURAL FLAVOR*, CARROTS*, PARSLEY*, CELERY*, PAPRIKA*, ASCORBIC ACID {TO PRESERVE FLAVOR}, NATURAL ROSEMARY FLAVOR*], FETA CHEESE* [CULTURED PASTEURIZED WHOLE MILK*, SALT, MICROBIAL ENZYME, POTATO STARCH* {ANTICAKING AGENT}], DRIED TOMATOES*, ROASTED CHICKPEAS* [CHICKPEAS*, SUNFLOWER OIL*, SALT])', 'RED WINE VINAIGRETTE DRESSING* (WATER, RED WINE VINEGAR*, EXTRA VIRGIN OLIVE OIL*, SOYBEAN OIL*, SUGAR*, GARLIC*, SALT, BASIL*, XANTHAN GUM, BLACK PEPPER*, OREGANO*, THYME*, ONIONS*). *ORGANIC INGREDIENTS']","CONTAINS MILK, SOY , WHEAT.","['Dinner Hack', 'Family Style']",['1 cup(100g) salad plus dressing\xa0'],['110 ']
chocolate-chip-pain-au-lait-062023,Chocolate Chip Pain Au Lait," Trader Joe’s Chocolate Chip Pain Au Lait is the same as the heavenly Trader Joe’s Pain Au Lait, but with rich, dark chocolate chips throughout.   Pain Au Lait translates directly to “Milk Bread,” a humble name for these slightly sweet, elegant, brioche-like rolls. Moist, eggy, sweet, and straightforward, they pair beautifully with butter and jam—we recommend TJ’s French Cultured Butter and TJ’s Raspberry Preserves—and are perfect for dunking in coffee, tea, or hot chocolate. They make a lovely breakfast (pain au chocolat is the breakfast of choice for many French children), a sweetly satisfying snack, or a decadent dessert. (Try warming and enjoying alongside a scoop of TJ’s Organic Vanilla Fudge Chip Ice Cream—you won’t regret it!). ","['Food', 'Bakery', 'Sweet Stuff']",https://www.traderjoes.com/home/products/pdp/chocolate-chip-pain-au-lait-062023,$3.49,9.9 Oz,,,[],"CONTAINS MILK, EGG, SOY, WHEAT.","['Feeling Fancy', 'Stuff of Dreams']",['1 roll(35g)'],['160 ']
joe-light-roast-ground-coffee-062042,Joe Light Roast Ground Coffee,"The simple act of brewing a cup of morning coffee can provide a moment of culinary Zen-a quiet and creative start to one's day, before the flurry of mundane and required tasks kick in. But for those in a rush, this kind of ceremonial coffee prep at daybreak is pure fantasy.
 
 While Trader Joe's may not be able to guarantee daily moments of peaceful meditation around the coffee pot, we are doing our part to simplify your coffee making process with our newest addition to our Joe line of coffees, Trader Joe's Joe Light Roast Ground Coffee. It's a full-flavored and easy-going coffee, sold pre-ground to help those seeking to minimize their morning rush.
 
 We start with a blend of 100% Arabica beans from Guatemala and Ethiopia and heat them to an ideal light roast profile: pleasantly light brown in color, mellow aromatics, and roast just enough to bring out the full body and fruitiness of the Ethiopian beans without sacrificing the acidity and sweet notes of the Guatemalan. Then, we grind the beans so you won't have to, just before sealing them into our nitrogen-flushed-for-freshness canister.
 
 This means, at home you'll be able to open the top and immediately spoon fresh grounds into your coffeemaker. No noisy grinder disturbing the peace, and much less counter mess. For the perfect cup, we still recommend approximately two tablespoons of ground coffee for each six ounces of cold water.","['Beverages', 'Coffee & Tea']",https://www.traderjoes.com/home/products/pdp/joe-light-roast-ground-coffee-062042,$4.99,14 Oz,,Kosher,[],,['Glass Half Full'],[],[]
spiced-chai-black-tea-concentrate-062044,Spiced Chai Black Tea Concentrate,"Full of warm, fragrant spices and nose-tingling ginger, nothing perks up a morning or slows the pace of a hectic afternoon like a spiced chai latte. But the number of ingredients required to create such a concoction from scratch can be daunting. Enter Trader Joe's Spiced Chai Black Tea Concentrate, the next evolution in our concentrated, caffeinated, bottled beverage set (see TJ's Cold Brew Coffee Concentrate, Coconut Cold Brew Coffee Concentrate, etc.).
 
 Trader Joe's Spiced Chai Black Tea Concentrate is brewed with filtered water and steeped in small batches to fully develop its characteristic flavors-namely, allspice, black pepper, cardamom, clove, cinnamon, and ginger. As chai blends can vary depending on who's doing the blending, we've specifically chosen to highlight ginger in our Black Tea Concentrate. This robust rundown of redolent spices is combined with sugar to create the ideal base for a perfectly perfumed, satisfyingly sweet, and altogether tasty Spiced Chai latte.
 
 This is where you come in: to create the creamiest Spiced Chai latte at home, simply mix two parts of your chosen base (milk or non-dairy beverage) with one part Black Tea Concentrate and give it a stir. That's it! No fussing with sweetener, no waiting for a proper steep-just pour, stir, and serve. If you're in need of an extra jolt, throw a shot of espresso in the mix to really shake things up.","['Beverages', 'Coffee & Tea']",https://www.traderjoes.com/home/products/pdp/spiced-chai-black-tea-concentrate-062044,$2.79,16 Fl Oz,,Kosher,"['FILTERED WATER', 'SUGAR', 'BLACK TEA', 'CHAI EXTRACT (WATER, GUM ARABIC, GINGER OLEORESIN, CINNAMON OLEORESIN, CARDAMOM OIL, CLOVE OIL, ALLSPICE OIL, NUTMEG OIL, BLACK PEPPER OLEORESIN, ROSEMARY OLEORESIN)', 'NATURAL GINGER FLAVOR', 'CITRIC ACID.']",,"['Glass Half Full', 'Rain or Shine', 'Welcoming']",['4 fl oz(118mL) concentrate'],['80 ']
pepita-salsa-062048,Pepita Salsa,"We're famously infatuated with pumpkin. You could call it our bread and butter. Honestly, you could go even farther and call it our Pumpkin Bread and Pumpkin Butter.
 
 But we hope that in all the pumpkin craze, we don't overshadow one of the best parts of the pumpkin, the seed. Pumpkin seeds, also known as pepitas, are an exceptionally crunchy, slightly nutty, deliciously flavorful treat that can bring a serious savory factor to pretty much anything they're added to, be it a pesto sauce, trail mix, or Trader Joe's Pepita Salsa.
 
 By combining the bright, zesty tomato and pepper flavors of a traditional chunky salsa with the texture and nuttiness of finely chopped pepitas, our Pepita Salsa has created a savory synthesis of seed and spice. Not only do the pepitas add a nice thickness to the salsa's body, making it even easier to scoop up with a tortilla or corn chip, but their hearty, earthy flavor expertly balances the acidity of the tomatoes and vinegar.
 
 On top of that, each bite of Pepita Salsa also carries the delicate sweet heat of puréed bell pepper and chipotle spices, making this one seriously satisfying salsa.
 
 Please join us in welcoming Trader Joe's Pepita Salsa to our legendary family of pumpkin products. To celebrate, we recommend using it in any situation that calls for salsa, from a classic chips and salsa appetizer (especially with Trader Joe's Quinoa & Black Bean Infused Tortilla Chips), to a topping for jackfruit tacos, or as the sauce for homemade chilaquiles.
 ","['Food', 'Dips, Sauces & Dressings', 'Salsa & Hot Sauce']",https://www.traderjoes.com/home/products/pdp/pepita-salsa-062048,$3.49,12 Oz,,,[],,"['Pour It On', 'The ""X"" Factor']",['2 Tbsp.(30g)'],['30 ']
organic-shredded-3-cheese-blend-062070,Organic Shredded 3 Cheese Blend,"Some say three's a crowd. We say the more the merrier-especially when it comes to cheese! Our Shredded Three Cheese Blend is a popular customer favorite, and for good reason. It's a blend of our most popular cheeses (Mozzarella, Monterey Jack and Cheddar) that's got loads of savory, cheesy flavor, and superior meltability. (The convenient resealable pouch doesn't hurt, either.)
 
 Never ones to rest on cheesy laurels, we took the ""Does it get any better than this?"" challenge with this favorite blend of fromages in mind, and our Product Developer emerged with Trader Joe's Organic Shredded 3 Cheese Blend. It's a blend of the same three varieties (low moisture part skim Mozzarella, Monterey Jack and Cheddar Cheeses), all made with organic milk sourced from cows that were never treated with rBST.
 
 Even better, inside this bag of Organic Shredded Cheese you'll find the savory, cheesy flavor and maximum meltability you desire for all of your cheese needs. Keep a bag handy for Taco Tuesday. Toss a hearty handful into corn chowder or atop a Five-ish Layer Dip. Or go old school and use this Organic 3 Cheese Blend in a grilled cheese sandwich (feel free to throw some Fire Roasted Diced Green Chiles in there, if you're so inclined).","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/organic-shredded-3-cheese-blend-062070,$4.49,8 Oz,,Organic,"['ORGANIC LOW MOISTURE PART-SKIM MOZZARELLA CHEESE (CULTURED PASTEURIZED ORGANIC PART-SKIM MILK, SALT, MICROBIAL ENZYME)', 'ORGANIC MONTEREY JACK CHEESE (CULTURED PASTEURIZED ORGANIC WHOLE MILK, SALT, MICROBIAL ENZYME, ORGANIC ANNATTO [FOR COLOR])', 'ORGANIC CHEDDAR CHEESE (CULTURED PASTEURIZED ORGANIC WHOLE MILK, SALT, MICROBIAL ENZYME, ORGANIC ANNATTO [FOR COLOR])', 'CELLULOSE POWDER (ANTI-CAKING AGENT)']",CONTAINS MILK.,['Time-pressed'],['1 oz(28g/ 1/4 cup)'],['100 ']
