product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
organic-strawberry-lemondae-079497,Organic Strawberry Lemondae," When life gives us lemons at Trader Joe's, we imagine all of the wonderful lemon bars, poultry marinades and garnishes, cocktails, and of course, lemonade we can get started on. And when life gives us strawberries and lemons, we make Trader Joe's Organic Strawberry Lemonade, a tasty and refreshing juice that can be enjoyed anytime!   Our Organic Strawberry Lemonade sources natural, certified organic ingredients to make each half-gallon of this tangy and tart beverage. It's also free of high fructose corn syrup, preservatives, and artificial flavors. Whether you're setting up a lemonade stand with your children, hosting a summertime BBQ in need of refreshments, or enjoying a sweet afternoon pick me up, Trader Joe's Organic Lemonade has a home on your shopping list! ","['Beverages', 'Juices & More']",https://www.traderjoes.com/home/products/pdp/organic-strawberry-lemondae-079497,$3.99,64 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m301/79497.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['WATER', 'ORGANIC CANE SUGAR', 'ORGANIC STRAWBERRY PUREE', 'ORGANIC LEMON JUICE CONCENTRATE', 'ORGANIC LEMON JUICE', 'ORGANIC VEGETABLE JUICE (FOR COLOR)', 'ORGANIC NATURAL FLAVOR']",,"['Alfresco Dining', 'Family Style', 'Glass Half Full', 'Heat Wave', 'Picnic']",['8 fl oz(240mL)'],['120 ']
chiles-rellenos-con-queso-075234,Chiles Rellenos con Queso," A much-beloved mainstay of Mexican cuisine, the chile relleno is a masterclass of complementary flavors and textures: each bite manages to combine the gooeyness of melted cheese, the tenderness of a fire-roasted pepper, and the crispiness of its egg-battered exterior, all at once. Of course, a dish with such a delightfully complex eating experience usually results from an equally complex cooking experience, and one doesn't always have the time to fire-roast, stuff, batter, and fry a whole pepper. That's what makes Trader Joe's Chiles Rellenos Con Queso so convenient-now, having a hearty chile relleno at home is simply a matter of letting it cook in the microwave, air fryer, or conventional oven, heating the included zesty tomato sauce on the stove or microwave, combining, and enjoying.   An always-excellent entrée or appetizer, our frozen Chiles Rellenos make an especially great vegetarian option for a weeknight dinner or weekend lunch. For a quick and easy meal, try pairing them with a side of rice and beans, which will also help soak up the rich and flavorful sauce. Of course, if you're feeling extra hungry, you can always use one as the filling for a super satisfying burrito, along with some diced tomatoes, onions, and our Organic Chunky Homestyle Guacamole. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/chiles-rellenos-con-queso-075234,$5.99,14.4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75234.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['TOMATO SAUCE (TOMATO, WATER, ONION, SALT, PALM OIL, GARLIC, ONION POWDER, GARLIC POWDER, BLACK PEPPER, PARSLEY FLAKES, CITRIC ACID [TO PRESERVE], OREGANO LEAVES)', 'FIRE ROASTED POBLANO PEPPERS', 'ASADERO CHEESE (MILK, ACETIC ACID, CALCIUM CHLORIDE, SODIUM CITRATE, SALT, MICROBIAL RENNET)', 'BATTER (WATER, EGG WHITE POWDER [EGG WHITE, DEXTROSE, GUAR GUM, SILICON DIOXIDE {ANTI-CAKING}, CITRIC ACID {ACIDIFIER}], ENRICHED FLOUR [WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], SALT, PAPRIKA)', 'PALM OIL.']","CONTAINS MILK, EGG, WHEAT.","['Crack a Beer', 'Dinner Hack', 'In Lieu of Pizza', 'Time-pressed']","['1 piece + 1/3 cup sauce(205g)', '1 piece + 1/3 cup sauce(205g)']","['330 ', '660 ']"
irish-cheddar-cheese-with-irish-whiskey-078395,Irish Cheddar Cheese with Irish Whiskey," Just in time to help celebrate St. Patrick’s Day, our March Spotlight Cheese showcases two specialties of Irish craftsmanship at once: sharp, savory Cheddar, and rich, aromatic whiskey. Indeed, Trader Joe’s Irish Cheddar with Irish Whiskey comes to us from a seasoned creamery in Ireland, whose expertise with spirits-infused cheeses has won them awards and accolades. Here, their Irish Cheddar is subtly flavored with authentic Irish Whiskey so that its delicately oaky and fruity notes complement, rather than overpower, the creamy texture and slight tanginess of the cheese.   Excellent for cheese boards, charcuterie plates, and party platters of all kinds (though especially for those served at St. Patrick’s Day get-togethers!), Trader Joe’s Irish Cheddar with Irish Whiskey can be enjoyed entirely on its own, or as part of a larger recipe. It’s excellent when crumbled over salads, sliced and melted over a burger or grilled cheese, mixed into a macaroni bake, or any other dish that could do with a bit of creamy complexity. And for a fun, sublimely simple pairing, try a slice or two alongside our TJ’s Special Reserve Irish Whiskey, on the rocks or as part of highball. ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/irish-cheddar-cheese-with-irish-whiskey-078395,$11.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20203/78395.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CHEDDAR CHEESE (PASTEURIZED MILK, SALT, CHEESE CULTURES, MICROBIAL ENZYMES)', 'IRISH WHISKEY (WATER, BARLEY AND MALT DISTILLATES, CARAMEL COLOR)']","CONTAINS MILK, WHEAT.","['Cheese Board', 'Crack a Beer', 'Effortless Entertaining']",['1 oz(28g /about 1 in cube)'],['110']
strawberry-overnight-oats-077656,Strawberry Overnight Oats," When we introduced them to our refrigerators back in 2019, our Overnight Oats were an overnight sensation. Thanks to their simultaneously sweet and savory flavor, charmingly chewy texture, and satisfyingly filling nature, they’ve remained a perpetual hit among the busy breakfast set ever since.   Like their predecessors, Trader Joe’s Strawberry Overnight Oats start with only the finest of gluten free rolled oats. We soak said oats in a coconut beverage (water + coconut = coconut beverage), then blend them with strawberry purée, strawberry purée concentrate, and strawberry juice concentrate, plus a dash of salt for good measure. The end result makes for a sweet, simple meal-on-the-go, a hearty-in-a-hurry afternoon snack, and a tasty way to refuel after a workout. And while these Oats are, of course, great on their own, they also take well to customization—try adding a dollop of your favorite TJ’s yogurt, some strawberry slices, and a handful of chocolate chips for extra flair. ","['Food', 'Fresh Prepared Foods', 'Entrées & Center of Plate']",https://www.traderjoes.com/home/products/pdp/strawberry-overnight-oats-077656,$1.99,5.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20503/77656.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['COCONUT BEVERAGE (WATER, COCONUT)', 'ROLLED OATS', 'STRAWBERRY PUREE (STRAWBERRIES, APPLE JUICE CONCENTRATE)', 'STRAWBERRY PUREE CONCENTRATE', 'STRAWBERRY JUICE CONCENTRATE', 'SALT']",CONTAINS  COCONUT.,"['Alfresco Dining', 'Backpack Ready', 'Rise & Shine']",['1 container(156g)'],['230 ']
spicy-tempura-seaweed-snack-074086,Spicy Tempura Seaweed Snack," Light, crispy, and utterly abounding with umami, roasted seaweed is perhaps as close to perfect as a snack food can get. But even that level of near-perfection can be improved upon, especially when that improvement involves a dash of spicy, savory seasoning and a crunchy tempura coat. Need proof? Look no further than Trader Joe’s Spicy Tempura Seaweed Snack! They’re made for us by a supplier in Thailand, who takes sheets of nori harvested from a seaweed farm in Korea, dips them in savory, starchy tempura batter and fries them until they’re superlatively crisp, then finishes them off with a fiery, togarashi-inspired seasoning blend. Each and every bite is crunchy, spicy, bursting with savory flavor, and, somehow, better than the last.   Trader Joe’s Spicy Tempura Seaweed Snack can be enjoyed totally on its own, as a companion to sports spectation, movie marathoning, or any other occasion that calls for something satisfyingly crunchy. It also makes a remarkably apt chip for scooping up all kinds of savory dips—although we’re particularly partial to pairing it up with other maritime flavors, like ceviche. And is if that weren’t enough, it also lends a tremendous pop of texture when crumbled over salads, soups, and rice bowls. ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/spicy-tempura-seaweed-snack-074086,$3.29,2.1 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21001/74086.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['TEMPURA FLOUR MIX (WHEAT FLOUR, MODIFIED TAPIOCA STARCH, WHITE PEPPER, LEAVENING [BAKING POWDER {SODIUM ACID PYROPHOSPHATE, BAKING SODA, MONOCALCIUM PHOSPHATE, CORNSTARCH}], SALT, SUGAR, YEAST EXTRACT)', 'RICE BRAN OIL (RICE BRAN OIL, ROSEMARY EXTRACT [TO PRESERVE])', 'NORI SEAWEED', 'TOGARASHI STYLE SEASONING (SUGAR, SPICE MIX [CHILI PEPPER, GARLIC POWDER, PAPRIKA, RED CHILI POWDER, BLACK PEPPER], SALT, MALTODEXTRIN, YEAST EXTRACT, SOYBEAN OIL)']","CONTAINS SOY, WHEAT.","['Backpack Ready', 'Desk Drawer', 'Finger Food', 'Midday Snacks']","['1/2 package(30g)', '1/2 package(30g)']","['170 ', '340 ']"
irish-porter-cheddar-cheese-052529,Irish Porter Cheddar Cheese," The three-leafed shamrock, first associated with Saint Patrick, has been an Irish symbol for several centuries. Unfortunately, we weren't able to fashion pieces of Trader Joe's Irish Porter Cheddar Cheese shaped like shamrocks, but we've made up for its ordinary cheese shape with its unique, festive flavor.   The milk from our Irish Porter Cheddar comes from cows grazing in the green fields of County Limerick and County Cork in western Ireland. The Cheddar curds, once formed, are mixed with Irish porter, which was known as ""plain porter"" or simply ""plain"" in Ireland when it was first created. It's a dark beer made with a few types of malt that gives the cheese its distinct marbled appearance and a decidedly roasted, malty taste.    Clearly, this Irish Cheddar is ideal for enjoying with a St. Patrick's Day meal. Try it sliced with crusty, warm slices of an Organic French Baguette and a pint of Guinness to taste the full porter flavors. Have it alongside a meal of Corned Beef or Irish Bangers and mashed potatoes, and toast sláinte* to those around you.   * sláinte: an Irish toast meaning ""to your health!"" ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/irish-porter-cheddar-cheese-052529,$11.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20203/52529.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CHEDDAR CHEESE (MILK, SALT, ANIMAL RENNET, STARTER CULTURES)', 'IRISH PORTER (BARLEY, HOPS, WATER, YEAST)', 'CARAMEL COLOR', 'NATURAL FLAVORS']",CONTAINS MILK.,"['Cheese Board', 'Cold Front', 'Crack a Beer', 'Gild The Lily', 'The ""X"" Factor']",['1 oz(28g/about 1 inch cube)'],['100']
papas-rellenas-076125,Papas Rellenas," An essential element of countless cuisines across Latin America and the Caribbean, the papa rellena might just be the ideal comfort food. While exact recipes vary, region to region, they're typically made by stuffing savory-seasoned ground beef into a ball of mashed potatoes, which is then rolled in breadcrumbs and fried until it's crispy, golden brown, and mouthwateringly delicious. On paper, it sounds a little like a spicier, appetizer version of a shepherd's pie. As Trader Joe's Papas Rellenas ably demonstrate, on the palate, it's so much more.    Drawing inspiration from the Cuban variation of this classic, comfy croquette, Trader Joe's Papas Rellenas are made with a picadillo-esque filling of ground beef, diced onions and bell peppers, along with a lively blend of herbs and seasonings like garlic, oregano, and black pepper. Each package contains four Papas Rellenas, which crisp up beautifully in either the conventional oven or the air fryer, after which they're ready to be enjoyed as an hors d'oeuvre, snack, or side, with a tart, creamy, or spicy dipping sauce. Or, if you prefer, they also make an excellent entrée-prepare a few Papas Rellenas per person, then serve on a plate with Spanish Style Rice, Organic Black Beans, and your favorite TJ's salad kit. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/papas-rellenas-076125,$4.99,14 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/76125.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['FILLING (GROUND BEEF, DICED ONION, TOMATO PASTE [TOMATO PASTE, CITRIC ACID {ACIDULANT}], DICED GREEN BELL PEPPERS, SALT, DICED RED BELL PEPPERS, DRIED GARLIC, CORNSTARCH, CHICKEN BASE [ROASTED CHICKEN, SALT, YEAST EXTRACT, NATURAL FLAVORS, TURMERIC {COLOR}], DISTILLED WHITE VINEGAR, OREGANO, BLACK PEPPER)', 'POTATO BLEND (WATER, POTATO FLAKES, CASSAVA, BREAD CRUMBS [WHEAT FLOUR, SUGAR, SALT, YEAST, CANOLA OIL], BUTTER [PASTEURIZED CREAM, NATURAL FLAVORS], NONFAT DRIED MILK, SALT, DRIED GARLIC)', 'SUNFLOWER OIL']","CONTAINS MILK, WHEAT.","['Dinner Hack', 'Fry It Up', 'In Lieu of Pizza']",['1 piece(99g)'],['240 ']
cheery-lemon-animal-crackers-077828,Cheery Lemon Animal Crackers," Let's list some cheery things, shall we? Sunshine, laughing children, a well-whistled tune... Now, let's add Trader Joe's Cheery Lemon Animal Crackers to the list! It's not just their name that makes these Crackers so Cheery. In fact, the actual cheeriness of these Crackers came first, prompted by the bright yellow yogurt coating and rainbow-colored nonpareils-aka crunchy candy sprinkles. (Incidentally, all the happy hues in these Crackers derive from simple sources including vegetable juice, beta-carotene, and turmeric.)   The grinspiration of these Crackers is further found in the chipper crunch of their lightly sweet, cookie-like character. Multiplying this mirth, each Cracker is cut into one of 13 unique & gladsome Animals, including: bears, elephants, cats, donkeys, goats, tigers, lions, horses, cows, rhinos, camels, bison, and hippos. And the capstone of this trouble-tromping Trader Joe's treat is its creamy, yogurt coating, with authentic citrus aroma & lemony zing.   May we mention one more aspect of Trader Joe's Lemon Animal Crackers that is sure to elicit cheer? It's the single-serving package that virtually invites itself along on all your daily excursions, whether big or small, near or far. Hip, hip, hooray for Cheery Lemon Animal Crackers! ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/cheery-lemon-animal-crackers-077828,$0.99,1.65 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/77828.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['YOGURT FLAVORED COATING (SUGAR, PALM KERNEL OIL, WHEY POWDER, SKIM MILK POWDER, YOGURT POWDER [NONFAT MILK, LACTIC ACID], SOY LECITHIN [EMULSIFIER], NATURAL FLAVOR)', 'ANIMAL CRACKERS (WHEAT FLOUR, CANE SUGAR, SOYBEAN OIL, BROWN RICE SYRUP, LEAVENING [SODIUM BICARBONATE, AMMONIUM BICARBONATE], SALT, NATURAL FLAVOR, SOY LECITHIN [EMULSIFIER], CITRIC ACID [ACIDULANT], MACE, ENZYMES)', 'RAINBOW NONPAREILS (SUGAR, CORNSTARCH, COLOR ADDED [VEGETABLE JUICE, SPIRULINA EXTRACT, BETA-CAROTENE, PAPRIKA], CARNAUBA WAX)', 'LEMON JUICE POWDER (LEMON JUICE, MALTODEXTRIN)', 'TURMERIC OLEORESIN (COLOR).']","CONTAINS MILK, SOY, WHEAT.","['Backpack Ready', 'Desk Drawer', 'Family Style', 'Finger Food', 'Giftable', 'Treat Yourself']",['1 package(47g)'],['220 ']
dark-choclolate-covered-mini-pretzels-045141,Dark Choclolate Covered Mini Pretzels," Some would say that combining sweet & salty produces a sum greater than its parts. We could knot agree more, especially when you’re talking about Trader Joe’s Dark Chocolate Covered Pretzels!   Salted Mini Pretzels (not to be confused with “Tiny” pretzels, which are even smaller) are expertly coated with premium Dark Chocolate that is 49% cocoa solids. The thick Chocolate coating is bittersweet & rich, giving way to the superb and slightly salty crunch of the Pretzelunderneath.   Trader Joe’s Dark Chocolate Covered Pretzels are easily a standalone snack, but we also recommend you mix them in a bowl with TJ’s Candy Coated Milk Chocolate Dipped Peanuts and watch the sweet & salty snackers flock. Or, crumble them over your favorite Trader Joe’s Ice Cream for an added textural treat. You’ll find these Dark Chocolate Covered Pretzels every day in our stores, alongside their milky counterpart. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/dark-choclolate-covered-mini-pretzels-045141,$3.49,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/45141.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['DARK CHOCOLATE (SUGAR, COCOA PROCESSED WITH ALKALI, COCOA BUTTER, MILK FAT, SOY LECITHIN, NATURAL VANILLA FLAVOR)', 'MINI PRETZELS (UNBLEACHED ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], MALTED BARLEY FLOUR, SALT, SOYBEAN OIL)']","CONTAINS MILK, SOY, WHEAT.","['Desk Drawer', 'Family Style', 'Finger Food', 'Treat Yourself']",['about 5 pretzels(28 g)'],['140']
hold-the-cone-tips-076570,Hold The Cone Tips," If someone were to ask Trader Joe’s for “ice cream cone tips,” they might expect us to say something like: “Keep your cone upright at all times,” or “Better to buy two cones, than to try to share one with a friend.” While these are definitely excellent cone tips, perhaps the most excellent cone tips we could possibly provide for our customers would be Trader Joe’s Hold the Cone Tips.   Of course, now we’re talking about a product, not a piece of advice. Patently styled after our iconic Hold the Cone! Mini Ice Cream Cones, which are found in our freezers, these Cone Tips are cookies, not ice cream. In effect, we’ve removed the entire top portion of the cone (including the ice cream), leaving behind a conical nugget, the crunchiest part or the Waffle Cone, where the seam comes to a point. Their colossal crunch is complemented by a rich filling of smooth, dark chocolate—not unlike what you find at the bottom of our Mini Ice Cream Cones.   Another point we’d like to make—and what may really tip the scales for serious serial snackers—is the fact that these Cones Tips require no refrigeration. That’s right, they’re 100% portable, and ready to eat anytime you need a Tip to top-off a meal, or to counter a savory snack with the crunch of something sweet. One final pointed tip: You’ll find Trader Joe’s Hold the Cone Tips every day in our stores, stocked with our collection of cookies. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/hold-the-cone-tips-076570,$3.99,3.53 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/76570.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['WAFFLE CONE (WHEAT FLOUR, SUGAR, COCONUT OIL, WATER, SOY LECITHIN [EMULSIFIER], SALT, COCOA POWDER)', 'DARK CHOCOLATE (UNSWEETENED CHOCOLATE, SUGAR, COCOA BUTTER, SOY LECITHIN [EMULSIFIER])']","CONTAINS SOY, WHEAT.","['Alfresco Dining', 'Desk Drawer', 'Family Style', 'Finger Food', 'Treat Yourself']",['5 pieces(30g)'],['150 ']
vegetable-birds-nests-050378,Vegetable Bird's Nests," Trader Joe’s Vegetable Bird’s Nests are popular with the customer culture of TJ’s, we’ve offered them since 2003! Vegetable Bird’s Nests are a combination of julienned onions and carrots with chopped kale that have been loosely woven together and then fried in tempura batter. Once you reheat these fully cooked Nests from frozen (in the conventional oven, pan fry, or air-fry), you’ll have an artistic appetizer to pair with other Asian flavors. Enjoy their crisp crunch and dip them in the included, soy-based sauce if you like! ","['Food', 'From The Freezer', 'Appetizers']",https://www.traderjoes.com/home/products/pdp/vegetable-birds-nests-050378,$3.99,10.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20601/50378.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,"[""VEGETABLE BIRD'S NESTS (ONION, TEMPURA MIX [WHEAT FLOUR, CORNSTARCH, BAKING POWDER {SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE}, SALT, GLUCOSE, BETA CAROTENE {COLOR}, RIBOFLAVIN {COLOR}], SOYBEAN OIL, WATER, CARROT, KALE)."", 'DIPPING SAUCE (SOY SAUCE [SOYBEANS, WHEAT, SALT], SUGAR, GLUCOSE, MODIFIED TAPIOCA STARCH, YEAST EXTRACT).']","CONTAINS SOY, WHEAT.","['Alfresco Dining', 'Effortless Entertaining', 'Fry It Up', 'Game Night', 'Midday Snacks', 'The ""X"" Factor']","['3 pieces with sauce frozen(114g)†\xa0', '3 pieces with sauce frozen(114g)†\xa0']","['230 ', '600 ']"
steamed-chicken-soup-dumplings-054988,Steamed Chicken Soup Dumplings," Soup goes in a bowl or in a cup—unless, of course, you are a fan of Xiao Long Bao. Then, your soup goes in a dumpling. Trader Joe’s Steamed Chicken Soup Dumplings are a wonder to behold, both for their display of Chinese food innovation, and for their incredibly comforting flavor profile.   This concept originates in the Jiangnan region of southeastern China, where Shanghai is situated. Xiao Long Bao are essentially soup dumplings, but instead of dumplings that go in the soup (though you can still certainly make this happen), the soup actually goes inside these dumplings. Our expert Chinese dumpling supplier forms their wheat flour dumpling dough with a specially formulated proprietary production method that seals each dumpling, allowing them to hold the maximum amount of savory broth—broth made from ingredients includ- ing chicken, onion, green onion, soy sauce, and ginger. Once the soup is wrapped in the dough and sealed (Bao means “wrapped” in Chinese), it is steamed until fully cooked (Xiao Long refers to a traditional Chinese bamboo steamer). Lastly, our dumplings are put into microwave-safe packages and frozen so we can deliver them to you.   To enjoy, you simply cut the corner of the bag and microwave for 1 to 2 minutes. Let your Dumplings sit for at least another minute before removing from microwave. The insides will be very hot, so be careful! We suggest placing a hot Soup Dumpling on a deep Chinese soup spoon and nibbling a little hole in the side to let the soup run out before enjoying soup and dumpling together. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/steamed-chicken-soup-dumplings-054988,$3.49,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/54988.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['FILLING: Chicken, Water, Gelatin, Autolyzed Yeast Extract, Chicken Flavored Powder (Yeast Extract, Natural Flavor, Salt), Sea Salt, Onion, Green Onion, Soy Sauce (Water, Soybean, Wheat, Salt), Ginger, Cooking Rice Wine (Water, Alcohol, Salt), Sesame Oil, Soybean Oil, Sea Salt, White Pepper.', 'DOUGH: Enriched Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Wheat Flour, Modified Tapioca Starch, Sea Salt, Soybean Oil.']","CONTAINS SOY, SESAME, WHEAT.","['Chance of Rain', 'Cold Front', 'Dinner Hack', 'In Lieu of Pizza', 'Rain or Shine']",['6 Dumplings(170g)'],['250 ']
blackened-salmon-seasoned-boneless-fillet-078215,Blackened Salmon Seasoned Boneless Fillet," Salmon is far and away the most popular fresh seafood that we carry at Trader Joe’s, and it’s easy to see why. Nutritious, versatile, and remarkably easy to work with, salmon typically only needs a bit of seasoning before it’s ready to be cooked. Over the years, we’ve received many requests from our customers for pre-seasoned salmon, to make it even easier to go from the fridge to the dinner table. That’s precisely why we’re introducing Trader Joe’s Blackened Salmon to our fresh meat and seafood section.   These boneless, skin-on fillets come prepped and ready with a mélange of savory (and slightly spicy) seasonings, including garlic, onion, smoked paprika, chipotle peppers, and demerara sugar on its surface. As it cooks in the pan, oven, broiler, or especially the air fryer, this layer of seasonings creates a flavorful and texturally satifying Blackened outer crust. A sublimely simple entrée option for everything from busy weeknight dinners to meal- prepped work lunches, and beyond, we recommend pairing Trader Joe’s Blackened Salmon with a bed of fluffy white rice, a few spears of steamed asparagus, and an oaky, buttery Chardonnay, like our very own Big Churn. ","['Food', 'Meat, Seafood & Plant-based', 'Fish & Seafood']",https://www.traderjoes.com/home/products/pdp/blackened-salmon-seasoned-boneless-fillet-078215,$10.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20803/78215.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['ATLANTIC SALMON (COLOR ADDED)', 'DEHYDRATED GARLIC', 'DEHYDRATED ONION', 'SEASONING BLEND (BLACK PEPPER, CUMIN, CHIPOTLE CHILI PEPPER, THYME, JALAPENO, OREGANO, CHILI PEPPER)', 'SEA SALT', 'PAPRIKA (COLOR)', 'SUGAR', 'GARLIC OIL.']",CONTAINS  SALMON.,"['Fry It Up', 'In Lieu of Pizza', 'Pair With Wine', 'The ""X"" Factor']",['4 oz(113g)'],['230 ']
brookie-caramel-candy-clusters-076746,Brookie Caramel Candy Clusters," As anyone who’s tried the Brookie from our bakery section can attest, something utterly magical happens when brownies and chocolate chip cookies meet. Perhaps it should come as no suprise, then, that when you invite caramel, dark chocolate, and sea salt to the meeting too, that magic multiplies by an order of magnitude. This the-more-the-merrier spirit is at the heart of Trader Joe’s Brookie Caramel Candy Clusters, an impressively indulgent sweet treat that’s now available at your neighborhood Trader Joe’s.   Each Cluster is made with a mix of broken-up bits of brownie and chocolate chip cookie, which are held together with a generous dollop of rich, gooey caramel. This, in itself, would make an exceptional confection, but it’s just the beginning. Our supplier enrobes the base of each caramel-cookie-brownie combo with melted dark chocolate, then drizzles it with even more dark chocolate, before finishing with a light sprinkle of sea salt. It all results in an awesomely epicurean eating experience that’s ideal for enjoying as a movie candy, including in a dessert board with coffee or tea, or simply snacking on whenever you’re in the mood for a little everyday extravagance. ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/brookie-caramel-candy-clusters-076746,$3.99,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21002/76746.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['CARAMEL (INVERT SUGAR, SWEETENED CONDENSED MILK [MILK, SUGAR], HEAVY CREAM, BUTTER [SWEET CREAM, SALT], BROWN SUGAR, COCONUT OIL, GLYCERIN, SOY LECITHIN, SEA SALT, VANILLA EXTRACT [WATER, ETHYL ALCOHOL, VANILLA BEAN EXTRACTIVES])', 'DARK CHOCOLATE (UNSWEETENED CHOCOLATE, SUGAR, COCOA BUTTER, SOY LECITHIN [EMULSIFIER], NATURAL VANILLA FLAVOR)', 'CHOCOLATE CHIP COOKIE (UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], SEMISWEET CHOCOLATE CHIPS [SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, SOY LECITHIN {EMULSIFIER}, NATURAL FLAVOR], UNSALTED BUTTER [CREAM, NATURAL FLAVORS], CANE SUGAR, BROWN SUGAR, WATER, EGGS, NATURAL FLAVORS, SALT, BAKING SODA)', 'BROWNIE CRISP (CANE SUGAR, SOY BEVERAGE [WATER, SOYBEANS, TRICALCIUM PHOSPHATE, POTASSIUM CITRATE, CARRAGEENAN, MAGNESIUM CHLORIDE, VITAMIN E, VITAMIN A PALMITATE, VITAMIN D2, RIBOFLAVIN {VITAMIN B2}, VITAMIN B12], COCOA, CHOCOLATE CHUNKS [SUGAR, UNSWEETENED CHOCOLATE, DEXTROSE, COCOA BUTTER, SOY LECITHIN {EMULSIFIER}], OAT FLOUR, CHICKPEA FLOUR, CANOLA OIL, SORGHUM FLOUR, TAPIOCA STARCH, LEAVENING [POTATO STARCH, CALCIUM LACTATE, CALCIUM CARBONATE, CREAM OF TARTAR, CELLULOSE GUM, METHYL CELLULOSE], FAVA BEAN FLOUR, NATURAL FLAVORS, BAKING SODA, XANTHAN GUM, SEA SALT)', 'SEA SALT.']","CONTAINS MILK, EGG, SOY , WHEAT.","['Date Night', 'Desk Drawer', 'Finger Food', 'Gild The Lily', 'Treat Yourself']",['2 pieces(25g)'],['110 ']
